,phrase,contaminant,date,city,county,main city,main county,title,page_url
544," The problem of water contamination in the Central Valley has existed for decades, but the situation is exacerbated by the drought because less water means higher concentrations of nitrate and arsenic (among other contaminants).",nitrate,"June 15, 2014",['tulare'],['tulare'],tulare,tulare,Dried up: Poverty in America's drought lands - Community Water Center,https://www.communitywatercenter.org/dried_up_poverty_in_americas_drought_lands
545," Those who do have water have to deal with pollution from nitrate, which is linked to blue baby syndrome, kidney disease and other maladies.",nitrate,"June 11, 2014",[],[],,,Opinion: Why I'm planning to kayak (and walk) America's 'most endangered' river - Community Water Center,https://www.communitywatercenter.org/opinion_why_im_planning_to_kayak_and_walk_americas_most_endangered_river
546, She and her husband use a $900 water filter/robot (it looks like a miniature version of Eve from WALL-E) to remove the nitrates from the water that comes out of their sink.,nitrate,"June 11, 2014",[],[],,,Opinion: Why I'm planning to kayak (and walk) America's 'most endangered' river - Community Water Center,https://www.communitywatercenter.org/opinion_why_im_planning_to_kayak_and_walk_americas_most_endangered_river
547, She and her husband use a $900 water filter/robot (it looks like a miniature version of Eve from WALL-E) to remove the nitrates from the water that comes out of their sink.,nitrates,"June 11, 2014",[],[],,,Opinion: Why I'm planning to kayak (and walk) America's 'most endangered' river - Community Water Center,https://www.communitywatercenter.org/opinion_why_im_planning_to_kayak_and_walk_americas_most_endangered_river
548,Tulare County leaders said they are in drought triage.,lead,"May 05, 2014","['fresno', 'tulare', 'porterville']",['tulare'],tulare,tulare,Tulare County couple face summer without water as well runs dry - Community Water Center,https://www.communitywatercenter.org/tulare_county_couple_face_summer_without_water_as_well_runs_dry
549," In counties where the drought hits hardest, leaders also are focused on trying to find help for entire communities, in addition to working with private well owners.",lead,"May 05, 2014","['fresno', 'tulare', 'porterville']",['tulare'],tulare,tulare,Tulare County couple face summer without water as well runs dry - Community Water Center,https://www.communitywatercenter.org/tulare_county_couple_face_summer_without_water_as_well_runs_dry
550,"""State leaders also are trying to find solutions for private well owners by helping to fund extensions to public drinking water systems, though that option may not work for the Almanzas.",lead,"May 05, 2014","['fresno', 'tulare', 'porterville']",['tulare'],tulare,tulare,Tulare County couple face summer without water as well runs dry - Community Water Center,https://www.communitywatercenter.org/tulare_county_couple_face_summer_without_water_as_well_runs_dry
551," Boiling water may kill things like bacteria and pathogens, but often concentrates other contaminants like nitrate or arsenic, making those problems worse.",arsenic,"May 04, 2014",[],[],,,What's in Your Water? - Community Water Center,https://www.communitywatercenter.org/whats_in_your_water
552," Boiling water may kill things like bacteria and pathogens, but often concentrates other contaminants like nitrate or arsenic, making those problems worse.",nitrate,"May 04, 2014",[],[],,,What's in Your Water? - Community Water Center,https://www.communitywatercenter.org/whats_in_your_water
553," There are many ways for you to get involved:Sign our PetitionIn honor of National Drinking Water Week, we ask you to stand with impacted communities, advocates, and allies by signing a petition to policy makers and elected leaders, demanding that the State California take proactive steps to implement the Human Right to Water bill (AB 685).",lead,"May 04, 2014",[],[],,,What's in Your Water? - Community Water Center,https://www.communitywatercenter.org/whats_in_your_water
554,"As the political trio announced its plan in Sacramento on Wednesday, Republican leaders fired back saying the legislation is lacking long-term solutions.",lead,"February 19, 2014","['fresno', 'tulare']",['tulare'],fresno,tulare,Gov. Jerry Brown's drought plan to help Valley towns - Community Water Center,https://www.communitywatercenter.org/gov_jerry_brown_s_drought_plan_to_help_valley_towns
555,"”Coal ash contains arsenic, mercury, lead, thallium, and other dangerous contaminants.",arsenic,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
556,"In a 2012 report prepared for the California State Water Control Board, scientists from the University of California at Davis found that about 254,000 people in the Tulare Lake Basin and Salinas Valley are currently at risk for nitrate contamination of their drinking water.",nitrate,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
557," In one of the nation’s most productive farming regions, nitrates from heavily fertilized fields leach into the groundwater.",nitrate,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
558,"As a result of the current drought, farmers are having to rely on groundwater to irrigate their fields—which inevitably raises the concentration of nitrates in the water left in the ground.",nitrate,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
559,"” Exposures to high levels of nitrates can cause death, miscarriages, and blue baby syndrome, she said.",nitrate,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
560," In one of the nation’s most productive farming regions, nitrates from heavily fertilized fields leach into the groundwater.",nitrates,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
561,"As a result of the current drought, farmers are having to rely on groundwater to irrigate their fields—which inevitably raises the concentration of nitrates in the water left in the ground.",nitrates,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
562,"” Exposures to high levels of nitrates can cause death, miscarriages, and blue baby syndrome, she said.",nitrates,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
563,"”Coal ash contains arsenic, mercury, lead, thallium, and other dangerous contaminants.",lead,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
564," Tests of nearby river water showed levels of lead and thallium exceeded safety limits for drinking water, but the TVA said at the time that the toxic metals were filtered out by water treatment processes.",lead,"February 17, 2014","['davis', 'tulare', 'salinas', 'jackson']",['tulare'],jackson,tulare,Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
565," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",carcinogenic,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
566," A February report from the State Water Resources Control Board identified 31 principal contaminants, including arsenic, uranium, perchlorate and pesticide residues in groundwater serving 21 million Californians.",arsenic,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
567,Kettleman’s groundwater is contaminated with arsenic at an average of 12.,arsenic,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
568, Yet an information sheet on arsenic from the California Office of Environmental Health Hazard Assessment suggests that long-term ingestion of arsenic at levels below the legal limit have been shown to increase risk of certain kinds of cancer.,arsenic,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
569,"• Further south, the state’s Central Valley has become a great dumping ground for industrial and agricultural toxins – pesticides, fertilizers and other forms of industrial waste contaminate municipal and private wells with nitrates.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
570,"The water systems tap into aquifers contaminated with nitrates, a constituent of of synthetic fertilizer and manure, and other agricultural contaminants.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
571," A 2012 report from the University of California at Davis found that 254,000 people in the Salinas Valley and Tulare Basin, two major agricultural regions, are at risk of nitrate contamination.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
572," Of the nitrates seeping into the Central Valley’s groundwater, a full 96 percent comes from the region’s croplands, the report found.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
573,"According to Peter Weyer, associate director of the University of Iowa’s Center for Health Effects of Environmental Contamination, nitrates are often seen as an indicator of “overall” water quality – and high levels can indicate the presence of other microbial or organic contaminants.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
574," “The problems can go way beyond nitrate in places where there is inadequate filtration,” Weyer says.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
575," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
576, But if you boil the water you concentrate the nitrates.,nitrate,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
577,"• Further south, the state’s Central Valley has become a great dumping ground for industrial and agricultural toxins – pesticides, fertilizers and other forms of industrial waste contaminate municipal and private wells with nitrates.",nitrates,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
578,"The water systems tap into aquifers contaminated with nitrates, a constituent of of synthetic fertilizer and manure, and other agricultural contaminants.",nitrates,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
579," Of the nitrates seeping into the Central Valley’s groundwater, a full 96 percent comes from the region’s croplands, the report found.",nitrates,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
580,"According to Peter Weyer, associate director of the University of Iowa’s Center for Health Effects of Environmental Contamination, nitrates are often seen as an indicator of “overall” water quality – and high levels can indicate the presence of other microbial or organic contaminants.",nitrates,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
581," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",nitrates,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
582, But if you boil the water you concentrate the nitrates.,nitrates,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
583,Less snowmelt from Sierra Nevada leads to more pumping of Central Valley’s contaminated groundwater.,lead,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
584," That, in turn, could lead to a 17 percent increase in groundwater pumping from the Central Valley.",lead,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
585," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",lead,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
586," A February report from the State Water Resources Control Board identified 31 principal contaminants, including arsenic, uranium, perchlorate and pesticide residues in groundwater serving 21 million Californians.",uranium,"February 13, 2014","['fresno', 'salinas', 'tulare', 'davis']",['tulare'],fresno,tulare,California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
587,”High levels of nitrate in groundwater sources have plagued the Salinas Valley for years.,nitrate,"February 11, 2014","['salinas', 'tulare', 'davis']",['tulare'],salinas,tulare,Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
588,6 million people in the Tulare Lake Basin and the Salinas Valley rely on drinking water that may contain levels of nitrates above the state drinking water standards set by the California Department of Public Health.,nitrate,"February 11, 2014","['salinas', 'tulare', 'davis']",['tulare'],salinas,tulare,Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
589,6 million people in the Tulare Lake Basin and the Salinas Valley rely on drinking water that may contain levels of nitrates above the state drinking water standards set by the California Department of Public Health.,nitrates,"February 11, 2014","['salinas', 'tulare', 'davis']",['tulare'],salinas,tulare,Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
590," “With this bill, our leaders can at least begin to think about how we can best maximize our water resources in order to help struggling communities.",lead,"February 11, 2014","['salinas', 'tulare', 'davis']",['tulare'],salinas,tulare,Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
591,"“The PWQA is impressed with the good work of the Community Water Center and we applaud their project in Monson, California, which has helped that small community with a useful tool help manage its nitrate contamination problem.",nitrate,"February 06, 2014",[],[],,,"PWQA Donates $2,500 to Community Water Center - Community Water Center",https://www.communitywatercenter.org/pwqa_donates_2_500_to_community_water_center
592,"According to the Community Water Center, a local advocacy group, Diaz’s central California community has dealt with nitrate levels above the national standard intermittently for nine years.",nitrate,"December 09, 2013","['tulare', 'davis']",['tulare'],davis,tulare,A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
593," A 2012 study by UC-Davis researchers found that one in 10 people in the valley are at risk of drinking water with unsafe nitrate levels, and that about 1.",nitrate,"December 09, 2013","['tulare', 'davis']",['tulare'],davis,tulare,A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
594," According to Lund’s study, 96 percent of the contamination is caused directly from farming — especially from nitrate-rich synthetic fertilizers used throughout the valley.",nitrate,"December 09, 2013","['tulare', 'davis']",['tulare'],davis,tulare,A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
595,”His tiny rural school — one of the poorest in the state — spends up to $600 a month on drinking water because nitrate levels there fluctuate between safe and unsafe levels.,nitrate,"December 09, 2013","['tulare', 'davis']",['tulare'],davis,tulare,A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
596,"“It’s bad and it’s only going to get worse,” says Jay Lund, director of the UC-Davis Center for Watershed Science and the lead researcher on the study.",lead,"December 09, 2013","['tulare', 'davis']",['tulare'],davis,tulare,A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
597," Well monitoring has shown high levels of nitrates and, in some cases, uranium.",nitrate,"November 22, 2013",['fresno'],[],fresno,,EPA head laments lack of clean water in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/epa_head_laments_lack_of_clean_water_in_san_joaquin_valley
598," Well monitoring has shown high levels of nitrates and, in some cases, uranium.",nitrates,"November 22, 2013",['fresno'],[],fresno,,EPA head laments lack of clean water in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/epa_head_laments_lack_of_clean_water_in_san_joaquin_valley
599," Well monitoring has shown high levels of nitrates and, in some cases, uranium.",uranium,"November 22, 2013",['fresno'],[],fresno,,EPA head laments lack of clean water in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/epa_head_laments_lack_of_clean_water_in_san_joaquin_valley
600," Some are naturally occurring, such as arsenic or uranium; other contaminants are related to land use including point source and nonpoint source discharges from industrial, commercial, agriculture, and human wastes usually from septic systems.",arsenic,"November 15, 2013","['fresno', 'tulare']",['tulare'],fresno,tulare,Press Release: Drinking Water Issues of Local Communities are Focus of 2-Year Outreach - Community Water Center,https://www.communitywatercenter.org/press_release_drinking_water_issues_of_local_communities_are_focus_of_2_year_outreach
601," Some are naturally occurring, such as arsenic or uranium; other contaminants are related to land use including point source and nonpoint source discharges from industrial, commercial, agriculture, and human wastes usually from septic systems.",uranium,"November 15, 2013","['fresno', 'tulare']",['tulare'],fresno,tulare,Press Release: Drinking Water Issues of Local Communities are Focus of 2-Year Outreach - Community Water Center,https://www.communitywatercenter.org/press_release_drinking_water_issues_of_local_communities_are_focus_of_2_year_outreach
602,"More than 3,500 students in four public schools and five Head Start centers in the small towns of Arvin and Lamont southeast of Bakersfield in Kern County no longer have to worry about unsafe levels of arsenic in their drinking water.",arsenic,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
603," “There are public health effects to chronic exposure of arsenic,” said Huang.",arsenic,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
604, She said her district and the community spent a lot of time researching the right filters for arsenic.,arsenic,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
605,”The filters for this project are certified by the California Department of Public Health to remove arsenic effectively.,arsenic,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
606,"Maintenance Is Key to Success“Preliminary water testing already shows the filters are reducing the arsenic level below the safety limit,” said Huang.",arsenic,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
607," “Arsenic is a widespread issue, as well as nitrates.",nitrate,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
608," Other contaminants, such as nitrates, are the result of decades of intense industrial agriculture.",nitrate,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
609,A 2012 study by the University of California-Davis estimated that a quarter million people in the Tulare Basin in the Central Valley (one of the country’s leading dairy producers) and the Salinas Valley were at risk of nitrate contamination in their drinking water.,nitrate,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
610," High levels of nitrates have been linked to a potentially fatal condition called blue baby syndrome, caused by a lack of oxygen in the blood.",nitrate,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
611," “Arsenic is a widespread issue, as well as nitrates.",nitrates,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
612," Other contaminants, such as nitrates, are the result of decades of intense industrial agriculture.",nitrates,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
613," High levels of nitrates have been linked to a potentially fatal condition called blue baby syndrome, caused by a lack of oxygen in the blood.",nitrates,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
614,A 2012 study by the University of California-Davis estimated that a quarter million people in the Tulare Basin in the Central Valley (one of the country’s leading dairy producers) and the Salinas Valley were at risk of nitrate contamination in their drinking water.,lead,"November 14, 2013","['davis', 'lamont', 'salinas', 'bakersfield', 'arvin', 'fresno', 'tulare']","['tulare', 'kern']",arvin,kern,"Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
615," – Five Head Start Centers, four schools and south Kern County communities of Arvin and Lamont are getting relief from arsenic contaminated water.",arsenic,"November 13, 2013","['arvin', 'lamont']",['kern'],arvin,kern,South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
616," In the meantime, residence and now schools are increasingly looking for interim measures they can take to reduce exposure to contaminants, primarily arsenic and nitrate.",arsenic,"November 13, 2013","['arvin', 'lamont']",['kern'],arvin,kern,South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
617,"In south Kern County, where many communities drinking water supplies contain arsenic over legal health standard, residence and local leaders concerned about student exposure have taken action.",arsenic,"November 13, 2013","['arvin', 'lamont']",['kern'],arvin,kern,South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
618," In the meantime, residence and now schools are increasingly looking for interim measures they can take to reduce exposure to contaminants, primarily arsenic and nitrate.",nitrate,"November 13, 2013","['arvin', 'lamont']",['kern'],arvin,kern,South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
619,"In south Kern County, where many communities drinking water supplies contain arsenic over legal health standard, residence and local leaders concerned about student exposure have taken action.",lead,"November 13, 2013","['arvin', 'lamont']",['kern'],arvin,kern,South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
620,"Community Water Center said many rural valley communities have unsafe drinking water, contaminated by arsenic levels over the legal health standard.",arsenic,"November 07, 2013","['bakersfield', 'arvin', 'lamont']",['kern'],arvin,kern,"Schools in Arvin, Lamont get water filters - Community Water Center",https://www.communitywatercenter.org/schools_in_arvin_lamont_get_water_filters
621,"But, an initiative led by community groups in Kern County is helping schools in Arvin and Lamont keep their drinking water safe from arsenic.",arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
622," They’ll also be in kitchens, all in an effort to get rid of arsenic.",arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
623,"“For some time now, the community of Arvin has had a water issue with the acceptable levels of arsenic and nitrates in the water,” said Superintendent, Dr.",arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
624,"“For some time now, the community of Arvin has had a water issue with the acceptable levels of arsenic and nitrates in the water,” said Superintendent, Dr.",nitrate,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
625,"“For some time now, the community of Arvin has had a water issue with the acceptable levels of arsenic and nitrates in the water,” said Superintendent, Dr.",nitrates,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
